"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.285,96","7.226","+14","711","+1","229",""
"Segeberg","SE","1.799,95","4.989","+5","388","+3","94",""
"Stormarn","OD","1.810,73","4.421","+30","400","","133",""
"Kiel","KI","1.684,00","4.156","+14","317","+4","63",""
"Herzogtum Lauenburg","RZ","1.981,63","3.924","+13","271","-1","75",""
"Lübeck","HL","1.779,89","3.854","+17","287","+1","75",""
"Rendsburg-Eckernförde","RD","1.012,78","2.776","+6","212","+1","36",""
"Ostholstein","OH","1.247,14","2.501","+4","245","","67",""
"Schleswig-Flensburg","SL","1.113,07","2.239","+1","94","","31",""
"Nordfriesland","NF","1.300,99","2.159","+5","231","","55",""
"Flensburg","FL","2.370,13","2.137","+14","120","","29",""
"Steinburg","IZ","1.373,15","1.799","+1","151","","21",""
"Neumünster","NMS","1.901,59","1.525","+16","105","+1","9",""
"Dithmarschen","HEI","1.018,07","1.356","+13","108","+1","20",""
"Plön","PLO","823,71","1.060","+2","123","","19",""
"-"
"Schleswig-Holstein","SH","1.588,35","46.122","+155","3.763","+11","956",""

"Datenstand 30.08.2021 18:58:38"
