"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","668,91","2.103","+47","213","+2","49",""
"Stormarn","OD","655,85","1.595","+46","77","+1","48",""
"Segeberg","SE","519,87","1.435","+41","103","","31",""
"Lübeck","HL","491,26","1.067","+15","44","-1","5",""
"Kiel","KI","419,72","1.039","+26","131","+1","16",""
"Herzogtum Lauenburg","RZ","464,86","917","+22","68","+4","22",""
"Rendsburg-Eckernförde","RD","314,18","857","+11","86","+1","17","+1"
"Nordfriesland","NF","384,27","636","+10","49","","4",""
"Dithmarschen","HEI","412,13","549","+6","67","","14",""
"Ostholstein","OH","270,71","543","+6","36","+1","2","+1"
"Schleswig-Flensburg","SL","248,47","497","+3","37","","6",""
"Neumünster","NMS","515,81","410","+4","28","","5",""
"Steinburg","IZ","301,49","396","+6","37","","3",""
"Flensburg","FL","331,83","297","+5","12","","3",""
"Plön","PLO","227,76","293","+2","53","","8",""
"-"
"Schleswig-Holstein","SH","436,15","12.634","+250","1.041","+9","233","+2"

"Datenstand 20.11.2020 20:07:59"
