"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.451,10","7.748","+35","740","+1","237","+1"
"Segeberg","SE","1.899,88","5.266","+18","413","-1","99",""
"Stormarn","OD","1.927,05","4.705","+9","428","+1","137",""
"Kiel","KI","1.877,27","4.633","+15","346","+1","65",""
"Herzogtum Lauenburg","RZ","2.132,12","4.222","+10","281","+1","77","+1"
"Lübeck","HL","1.925,83","4.170","+12","289","","75",""
"Rendsburg-Eckernförde","RD","1.118,58","3.066","+14","221","+1","36",""
"Ostholstein","OH","1.324,43","2.656","+9","255","+1","67",""
"Schleswig-Flensburg","SL","1.161,78","2.337","+1","99","","31",""
"Nordfriesland","NF","1.380,53","2.291","+6","238","","56",""
"Flensburg","FL","2.498,78","2.253","+4","122","","29",""
"Steinburg","IZ","1.473,14","1.930","+3","162","","22",""
"Neumünster","NMS","2.091,13","1.677","+10","111","+1","9",""
"Dithmarschen","HEI","1.162,22","1.548","+12","126","+1","21",""
"Plön","PLO","914,63","1.177","+2","131","","20",""
"-"
"Schleswig-Holstein","SH","1.710,84","49.679","+160","3.962","+7","981","+2"

"Datenstand 17.09.2021 19:07:46"
