"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.047,12","6.471","+13","674","","226",""
"Segeberg","SE","1.614,14","4.474","+10","372","","94",""
"Stormarn","OD","1.632,15","3.985","","361","","129",""
"Herzogtum Lauenburg","RZ","1.775,08","3.515","","260","","75",""
"Lübeck","HL","1.541,59","3.338","+5","270","+1","75",""
"Kiel","KI","1.345,25","3.320","+9","278","+1","59",""
"Rendsburg-Eckernförde","RD","912,81","2.502","+11","206","","35",""
"Ostholstein","OH","1.161,37","2.329","+2","240","","67",""
"Schleswig-Flensburg","SL","1.010,66","2.033","","88","","31",""
"Nordfriesland","NF","1.149,74","1.908","+6","216","+1","54",""
"Flensburg","FL","2.024,09","1.825","+3","111","","29",""
"Steinburg","IZ","1.183,85","1.551","+8","144","","21",""
"Neumünster","NMS","1.537,48","1.233","+2","94","+1","9",""
"Dithmarschen","HEI","793,59","1.057","","92","","20",""
"Plön","PLO","651,97","839","+3","108","","18",""
"-"
"Schleswig-Holstein","SH","1.390,60","40.380","+72","3.514","+4","942",""

"Datenstand 31.07.2021 19:31:53"
