"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","292,31","919","+7","146","+2","47",""
"Stormarn","OD","283,72","690","+6","60","","35",""
"Segeberg","SE","184,40","509","+16","48","+1","7",""
"Kiel","KI","195,11","483","+3","80","","12",""
"Rendsburg-Eckernförde","RD","140,78","384","+9","53","","14",""
"Herzogtum Lauenburg","RZ","190,10","375","+4","52","","18",""
"Lübeck","HL","147,79","321","+4","14","","1",""
"Dithmarschen","HEI","184,67","246","+11","33","","5",""
"Steinburg","IZ","181,20","238","+3","25","","3",""
"Schleswig-Flensburg","SL","103,99","208","+3","21","","4",""
"Neumünster","NMS","217,65","173","+1","13","","3",""
"Plön","PLO","132,14","170","","36","","8",""
"Nordfriesland","NF","92,44","153","+4","19","","2",""
"Ostholstein","OH","76,28","153","+3","17","","0",""
"Flensburg","FL","148,60","133","+5","9","+1","3",""
"-"
"Schleswig-Holstein","SH","177,96","5.155","+79","626","+4","162",""

"Datenstand 08.10.2020 19:38:34"
