"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","11","7","2","0"
"05-09","8","8","0","0"
"10-14","19","14","1","0"
"15-19","28","24","0","0"
"20-24","54","48","1","0"
"25-29","65","45","2","0"
"30-34","45","53","3","0"
"35-39","37","50","8","0"
"40-44","58","41","1","0"
"45-49","46","33","1","0"
"50-54","65","48","6","0"
"55-59","62","52","4","0"
"60-64","35","33","7","0"
"65-69","18","23","2","0"
"70-74","22","28","11","0"
"75-79","30","40","12","0"
"80-84","51","37","16","2"
"85-89","38","20","11","1"
"90+","41","12","6","1"

"Datenstand 05.01.2021 20:12:37"
