"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","638,38","2.007","+51","209","+1","49",""
"Stormarn","OD","624,60","1.519","+36","74","","47",""
"Segeberg","SE","496,32","1.370","+16","103","","31",""
"Lübeck","HL","461,33","1.002","","42","","5",""
"Kiel","KI","397,90","985","+21","129","+3","16",""
"Herzogtum Lauenburg","RZ","443,57","875","+16","64","","22",""
"Rendsburg-Eckernförde","RD","308,31","841","+5","84","+2","16",""
"Nordfriesland","NF","375,21","621","+7","48","","3",""
"Dithmarschen","HEI","398,62","531","+12","67","+2","14","+1"
"Ostholstein","OH","255,76","513","+22","32","","1",""
"Schleswig-Flensburg","SL","246,47","493","+2","37","","6",""
"Neumünster","NMS","503,23","400","+2","27","+2","5","+1"
"Steinburg","IZ","295,40","388","+9","37","","3",""
"Plön","PLO","224,65","289","+3","53","","8",""
"Flensburg","FL","319,54","286","+6","11","","3",""
"-"
"Schleswig-Holstein","SH","418,41","12.120","+208","1.017","+10","229","+2"

"Datenstand 18.11.2020 21:11:11"
