"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","151","159","11","0"
"05-09","144","175","2","0"
"10-14","193","209","8","0"
"15-19","381","358","8","0"
"20-24","581","555","17","0"
"25-29","573","525","24","0"
"30-34","520","575","33","0"
"35-39","458","503","38","0"
"40-44","515","388","28","0"
"45-49","557","415","37","1"
"50-54","605","567","59","2"
"55-59","581","540","75","6"
"60-64","371","387","85","7"
"65-69","212","258","97","19"
"70-74","227","258","133","33"
"75-79","310","270","181","60"
"80-84","555","349","298","119"
"85-89","490","213","189","122"
"90+","534","148","140","133"

"Datenstand 16.02.2021 20:08:05"
