"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","752,57","2.366","+59","214","+14","88","+6"
"Segeberg","SE","435,46","1.202","+31","53","+1","41","+1"
"Lübeck","HL","548,35","1.191","+92","146","+6","22","+2"
"Stormarn","OD","418,18","1.017","+23","112","+6","21","+3"
"Herzogtum Lauenburg","RZ","418,73","826","+77","38","+2","21","+1"
"Nordfriesland","NF","471,88","781","+23","123","+1","26","+2"
"Kiel","KI","308,22","763","+33","91","+5","26",""
"Ostholstein","OH","360,45","723","+33","127","+5","18","+3"
"Rendsburg-Eckernförde","RD","233,16","636","+16","65","+2","12","+1"
"Flensburg","FL","699,41","626","+30","26","+1","11",""
"Schleswig-Flensburg","SL","297,96","596","+29","32","+2","14",""
"Steinburg","IZ","274,08","360","+21","22","","2",""
"Neumünster","NMS","440,32","350","+6","32","+2","5","+1"
"Dithmarschen","HEI","221,45","295","+9","16","+1","6","+2"
"Plön","PLO","171,79","221","+5","46","+1","5",""
"-"
"Schleswig-Holstein","SH","412,64","11.953","+487","1.143","+49","318","+22"

"Datenstand 03.02.2021 20:42:12"
