"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.962,65","6.204","+4","656","","223",""
"Segeberg","SE","1.554,97","4.310","-1","361","+3","93",""
"Stormarn","OD","1.581,37","3.861","+1","353","","127",""
"Herzogtum Lauenburg","RZ","1.732,66","3.431","","255","","73",""
"Lübeck","HL","1.463,54","3.169","+1","260","","74",""
"Kiel","KI","1.272,32","3.140","+4","269","","56",""
"Rendsburg-Eckernförde","RD","883,99","2.423","+1","204","","35",""
"Ostholstein","OH","1.122,97","2.252","+1","237","","67",""
"Schleswig-Flensburg","SL","986,80","1.985","","87","","31",""
"Nordfriesland","NF","1.088,27","1.806","","210","-2","54",""
"Flensburg","FL","1.964,20","1.771","","110","","29",""
"Steinburg","IZ","1.147,21","1.503","+1","141","","20",""
"Neumünster","NMS","1.440,22","1.155","","87","","9",""
"Dithmarschen","HEI","765,06","1.019","","91","","20",""
"Plön","PLO","630,99","812","","106","","18",""
"-"
"Schleswig-Holstein","SH","1.337,60","38.841","+12","3.427","+1","929",""

"Datenstand 29.06.2021 18:37:53"
